DirTravel,Length_3D,StateID_Local,BikeLane,STSGMT_ID,PCI,PCI_Notes,Class_Thematic,Restriction_Truck,CrossSt_From,Class_Special,Rte_Description,CrossSt_To,PCI_Source,Addr_Min,StateID_Geo,OBJECTID,Addr_Max,Alias,PCI_Date,LucitySyncDate,TrafficCalming,LifeCycle,Creator,StateID_VDOTEdge,StateID_RCL,Private,DateCreated,Travel_Min,Shape.STLength(),SpeedLimit,Alias_911,StreetName
MD,595.12004546,,0,ST0829001,86,,5,,TURTLE CREEK RD,0,,DOVE CT,Fugro,100,26137154394,664,199,,02/15,1475203005000,,Completed,,,154618,0,,0.27050911,594.7002516217877,25,,NESTER LN
MD,603.15235681,2018,0,ST0568005,64,,4,MD,MORNINGSIDE DR,0,,KEYSTONE RD,Fugro,2000,25459159527,665,2023,,01/15,1475203009000,,Completed,,148285,153274,0,,0.27416016,602.6435805537125,25,,INDIAN HILL RD
MD,1027.50833047,,0,ST0916001,96,,5,,QUARRY RD,0,,LINK RD,Fugro,1900,26707159408,666,1999,,01/15,1475203013000,,Completed,,,153668,0,,0.46704924,1026.501520171771,25,,PARKLAND DR
MD,184.14400588,,0,ST0916004,97,,5,,QUARRY RD,0,,QUARRY RD,Fugro,1841,26544159488,667,1899,,01/15,1475203017000,,Completed,,,153669,0,,0.08370182,183.42948195994134,25,,PARKLAND DR
MD,363.17512638,,0,ST0680012,98,,3,,PARKLAND DR,0,,OTTERVIEW PL,Fugro,1990,26844159302,668,2004,,01/15,1475203020000,,Completed,,148250,153670,0,,0.13756633,362.97689038646064,30,,LINK RD
MD,577.12301054,,0,ST0561002,67,,5,,BEGIN,0,,EVERGREEN RD,Fugro,2600,26039158680,669,2615,,01/15,1475203024000,,Completed,,,153672,0,,0.26232864,576.5993131981974,25,,HURDLE HILL RD
MD,1598.96488679,2394,0,ST0681005,57,,3,,CRANEHILL DR,0,,RAVENWOOD DR,Fugro,2500,26888157462,670,2628,,01/15,1475203028000,,Completed,,148655,154983,0,,0.72680222,1595.5526103547138,25,,LINKHORNE DR
MD,422.20000809,,1,ST0288004,100,,3,,INTERLINK RD,0,,RAVENWOOD DR,Fugro,3100,26468157765,671,3109,,01/15,1475203032000,,Completed,,148663,153676,0,,0.15992424,421.5133700369194,30,,CRANEHILL DR
MD,996.0770069,,0,ST0522001,73,,5,,BEGIN,0,,CRANEHILL DR,Fugro,2300,27077157693,672,2399,,01/15,1475203036000,,Completed,,,153677,0,,0.45276227,991.6479056090234,25,,HERONHILL PL
MD,184.52637988,,1,ST0288005,100,,3,,RAVENWOOD DR,0,,SEDGEWICK DR,Fugro,3110,26382157799,673,3199,,01/15,1475203040000,,Completed,,148666,153678,0,,0.06989635,183.41380145223573,30,,CRANEHILL DR
MD,127.05921736,,0,ST0998004,74,,5,,LINKHORNE DR,0,,SELF,Fugro,0,26617157311,674,0,,01/15,1475203043000,,Completed,,,154984,0,,0.05775418,126.98961257530377,25,,RAVENWOOD DR
MD,219.10493427,,1,ST0288007,100,,3,,HERONHILL PL,0,,LINKHORNE DR,Fugro,2900,26923157593,675,2999,,01/15,1475203047000,,Completed,,148677,153679,0,,0.08299429,217.9305570549305,30,,CRANEHILL DR
MD,443.65369267,,0,ST0360001,89,,5,,AUDUBON PL,0,,KEYSTONE RD,Fugro,1905,25682159419,676,1999,,01/15,1475203051000,,Completed,,,153680,0,,0.20166076,443.31077488699935,25,,EASTWOOD LN
MD,248.76197342,,0,ST0360002,98,,5,,MORNINGSIDE DR,0,,AUDUBON PL,Fugro,1900,25719159518,677,1904,,01/15,1475203055000,,Completed,,,153681,0,,0.11307362,248.43946620633835,25,,EASTWOOD LN
MD,1091.48369879,,0,ST1322005,94,,5,,RIDGEWOOD DR,0,,INDIAN HILL RD,Fugro,2143,25606159124,678,2199,,01/15,1475203059000,,Completed,,,153682,0,,0.49612895,1090.378229580743,25,,WOODCREST DR
MD,543.87623724,2605,0,ST0740001,90,,5,,MORNINGSIDE DR,0,,KEYSTONE RD,Fugro,1900,25563159526,679,1999,,01/15,1475203063000,,Completed,,,153275,0,,0.24721647,543.1780836433608,25,,MCGUFFEY LN
MD,570.8791697,,0,ST0940002,64,,5,,SUMMERVILLE ST,0,,RIVERMONT AVE,Fugro,809,28125159869,680,899,,01/15,1475203067000,,Completed,,,153683,0,,0.25949053,569.0860394653557,25,,PERSHING AVE
MD,393.23193106,,0,ST0292001,81,,5,,TRENTS FERRY CT,0,,LOCKSVIEW RD,Fugro,1300,26178161085,681,1399,,01/15,1475203071000,,Completed,,,153561,0,,0.17874178,393.13576716970897,25,,CRENSHAW CT
MD,388.50810413,,0,ST0094012,95,,3,,LOUDON ST,0,,CORK ST,Fugro,2100,29778159084,682,2199,,02/15,1475203074000,,Completed,,150137,153965,0,,0.12613899,387.83831651563753,35,,BEDFORD AVE
MD,55.18270645,,0,ST0000037,,,2,,WARDS RD,4,,WARDS RD,,0,27671149439,683,0,,,1475203078000,,Completed,,,138285,0,,0.02508304,55.1824289114106,25,WARDS CROSSING EAST,CROSSOVER
MD,453.57526784,1804,0,ST0480003,38,,5,,UNION ST,0,,BLUFF ST,Fugro,500,31894156125,684,611,,01/15,1475203082000,,Completed,,,158038,0,,0.20617058,450.9110653412904,25,,GUM ST
MD,186.82711205,3946,0,ST1236003,41,,5,,GUM ST,0,,DALE ST,Fugro,1900,31856155951,685,1934,,01/15,1475203091000,,Completed,,,158039,0,,0.08492141,185.71007154776237,25,,VINE ST
MD,40.1501038,3859,0,ST1199009,73,,3,,TURN LANE,0,,BOONSBORO RD,Fugro,1498,26083160371,686,1499,,01/15,1475203095000,,Completed,,151148,153684,0,,0.01825004,40.148021575072335,25,,TRENTS FERRY RD
MD,998.16492229,,0,ST1199010,90,,3,,GORMAN DR,0,,TURN LANE,Fugro,1447,26066160528,687,1497,,01/15,1475203099000,,Completed,,151148,153562,0,,0.45371132,997.1633705122242,25,,TRENTS FERRY RD
MD,240.33099113,,0,ST0678004,89,,5,,BOONSBORO RD,0,,PEAKLAND PL & INTERSECTION,Fugro,1,26540160168,688,99,,01/15,1475203102000,,Completed,,,153685,0,,0.10924135,240.30601332254824,25,,LINDEN AVE
MD,442.69048654,690,0,ST0144020,58,,2,,LINDEN AVE,0,US 501 BUS,CLAYTON AVE,Fugro,4050,26459160170,689,4099,,01/15,1475203106000,,Completed,,140485,153686,0,,0.14373067,442.59015634208174,35,,BOONSBORO RD
FT,371.57448732,,0,ST0929008,98,,5,,BRIARWOOD ST & INTERSECTION,0,,LINDEN AVE & INTERSECTION,Fugro,3900,26614160176,690,3998,,01/15,1475203110000,,Completed,,,153687,0,,0.16889749,371.529711420446,25,,PEAKLAND PL
MD,665.86148255,4217,0,ST1322006,84,,5,,MIMOSA DR,0,,HAWTHORNE RD,Fugro,2300,25070159459,691,2324,,01/15,1475203114000,,Completed,,,153276,0,,0.30266431,665.4584228823222,25,,WOODCREST DR
MD,170.86089013,,0,ST1322007,93,,5,,HAWTHORNE RD,0,,END,Fugro,2325,24966159531,692,2399,,01/15,1475203118000,,Completed,,,153277,0,,0.07766404,170.78582019941646,25,,WOODCREST DR
MD,56.24668171,,0,ST0000035,,,2,,WARDS RD & ATLANTA AVE,3,,WARDS RD,,0,27829149776,693,0,ATLANTA AVE / WARDS RD,,1475203122000,,Completed,,,138287,0,,0.02556667,56.23879594644713,25,ATLANTA AVE,INTERSECTION
MD,50.89071136,,0,ST0000036,,,2,,WARDS RD,3,,DELTA ST & WARDS RD,,0,27755149617,694,0,DELTA ST / WARDS RD,,1475203126000,,Completed,,,138288,0,,0.02313214,50.88290181759091,25,DELTA ST,INTERSECTION
MD,55.77504468,,0,ST0000039,,,2,,WARDS RD,3,,WARDS RD & WARDS FERRY RD,,0,27498149074,695,0,WARDS FERRY RD / WARDS RD,,1475203130000,,Completed,,150844,138289,0,,0.02535229,55.75152753949104,25,WARDS FERRY RD,INTERSECTION
MD,55.45147469,,0,ST0000040,,,2,,WARDS RD,4,,WARDS RD,,0,27612149315,696,0,,,1475203134000,,Completed,,,138290,0,,0.02520521,55.44985740531538,25,UNIVERSITY SQUARE / CHIPOTLE,CROSSOVER
MD,47.57002118,,0,ST0000042,,,2,,BEGIN,3,,LIBERTY UNIVERSITY DR,,0,28178150517,697,0,HARVARD ST / WARDS RD,,1484687490000,,Completed,,150831,138292,0,,0.02162274,47.567188894700855,25,HARVARD ST,INTERSECTION
MD,521.4811089,,0,ST1250009,42,,3,,SAVANNAH AVE,0,,HAVENWOOD DR,Fugro,1303,27434150155,698,1315,,01/15,1475203142000,,Completed,,150582,138293,0,,0.16931204,521.2751437863245,35,,WARDS FERRY RD
MD,478.2622631,,0,ST1250010,55,,3,,HAVENWOOD DR,0,,COLLEGE PARK DR,Fugro,1317,27524150278,699,1599,,01/15,1475203146000,,Completed,,150583,138295,0,,0.15527995,478.02581491440355,35,,WARDS FERRY RD
MD,401.08100829,1857,0,ST0501002,99,,5,,COLLEGE PARK DR,0,,WARDS FERRY RD,Fugro,1,27522150528,700,99,,01/15,1475203150000,,Completed,,150594,138296,0,,0.18230954,400.611578467651,25,,HARVARD ST
MD,50.5970082,,0,ST0000043,,,3,,REGENTS PKWY,3,,OFF RAMP & ON RAMP,,0,28968150478,701,0,EVANS BLVD / UNIVERSITY BLVD,,1484687743000,,Completed,,,138297,0,,0.02299864,50.578255429944264,25,EVANS BLVD,INTERSECTION
MD,428.99311895,3896,0,ST1215001,,,4,,LIBERTY UNIVERSITY DR,0,,LIBERTY UNIVERSITY DR,,1600,28741150222,702,1699,,,1484687523000,,Completed,,,138299,1,,0.19499687,428.9496576248792,25,,UNIVERSITY BLVD
TF,376.87407796,4014,0,ST1251019,23,,2,,CANDLERS MOUNTAIN RD & INTERSECTION,0,,SELF,Fugro,2300,28044152079,704,2310,,01/15,1475203167000,,Completed,,140596,154626,0,,0.12236171,376.4394394426434,35,,WARDS RD
MD,237.24385861,,0,ST0144019,70,,2,,GORMAN DR,0,US 501 BUS,GAYMOOR TER,Fugro,4500,25621160314,705,4517,,01/15,1475203171000,,Completed,,140491,153688,0,,0.07702722,237.05739448868772,35,,BOONSBORO RD
MD,441.56277538,,0,ST0457001,94,,5,,TRENTS FERRY RD,0,,NORTHWOOD CIR,Fugro,4300,25975160697,706,4314,,01/15,1475203175000,,Completed,,,153563,0,,0.20071035,440.9592936146297,25,,GORMAN DR
MD,336.61644413,1785,0,ST0472004,40,,5,,GREENWAY PL,0,,BOONSBORO RD,Fugro,1221,25819160414,707,1299,,01/15,1475203179000,,Completed,,,153689,0,,0.15300747,335.3581447749345,25,,GREENWAY CT
MD,766.38897498,,0,ST0457002,90,,5,,NORTHWOOD CIR,0,,NORTHWOOD CIR,Fugro,4315,25795160716,708,4346,,01/15,1475203184000,,Completed,,,153564,0,,0.34835862,764.0637520234067,25,,GORMAN DR
MD,1143.66278954,,0,ST0457003,92,,5,,GLENOAK LN,0,,BOONSBORO RD,Fugro,4400,25601160476,709,4499,,01/15,1475203188000,,Completed,,,153565,0,,0.51984672,1142.165117307301,25,,GORMAN DR
MD,118.68183643,,0,ST0457004,96,,5,,NORTHWOOD CIR,0,,GLENOAK LN,Fugro,4347,25684160652,710,4399,,01/15,1475203192000,,Completed,,,153566,0,,0.05394628,118.47828259965216,25,,GORMAN DR
MD,440.84310971,657,0,ST0144034,77,,2,,GREENWAY CT,0,US 501 BUS,GREENWAY CT,Fugro,4400,25902160376,711,4411,,01/15,1475203197000,,Completed,,140489,153690,0,,0.14313087,440.5996995870545,35,,BOONSBORO RD
MD,216.74286313,,0,ST0144035,59,,2,,SPOTTSWOOD PL,0,US 501 BUS,GREENWAY CT,Fugro,4350,26002160382,712,4399,,01/15,1475203201000,,Completed,,140488,153691,0,,0.07037105,216.6001265129547,35,,BOONSBORO RD
MD,448.09599547,,0,ST0246001,95,,5,,LONGFELLOW ST,0,,SUMMIT ST & SPOTTSWOOD PL,Fugro,1700,26228159807,713,1799,,01/15,1475203205000,,Completed,,,153692,0,,0.20367999,445.2133491844896,25,,CLAYTON AVE
MD,588.23806312,1018,0,ST0246002,94,,5,,AUSTIN ST,0,,LONGFELLOW ST,Fugro,1600,26291159951,714,1699,,01/15,1475203210000,,Completed,,,153693,0,,0.26738093,585.9573626283221,25,,CLAYTON AVE
MD,355.52331073,3133,0,ST0919003,48,,5,,HUNT ST,0,,LOVELL ST,Fugro,400,29484157100,715,499,,02/15,1475203214000,,Completed,,,155446,0,,0.1616015,354.23369060644274,25,,PATRICK ST
MD,1182.43359316,,0,ST0145001,64,,5,,WOODALL RD,0,,END,Fugro,300,28484152102,716,399,,01/15,1475203218000,,Completed,,,156339,0,,0.53746981,1181.8471650173333,25,,BORDER ST
FT,1220.07382041,,0,ST0000184,,,1,,LYNCHBURG EXPY,1,,CANDLERS MOUNTAIN RD,,33,28548151822,717,44,US 29 BUS N TO CANDLERS MOUNTAIN RD S,,1475203222000,,Completed,,134369,156340,0,,0.554579,1218.6449328122258,25,29 EXN TO CANDLERS E,EXIT 8B
MD,52.93822797,4015,0,ST1251021,85,,2,,SEMINOLE AVE,0,,ON RAMP,Fugro,2426,28113151742,718,2429,,01/15,1475203227000,,Completed,,140591,138302,0,,0.01718773,52.93753446800015,35,,WARDS RD
MD,159.7275496,4019,0,ST1251022,85,,2,,ON RAMP,0,,ON RAMP,Fugro,2430,28119151710,719,2499,,01/15,1475203231000,,Completed,,140591,138303,0,,0.05185959,159.61043238937054,35,,WARDS RD
MD,108.7723666,,0,ST0396003,51,,5,,KENWOOD PL,0,,END,Fugro,1400,27516151542,720,1499,,01/15,1475203235000,,Completed,,,138304,0,,0.04944198,108.74618603688154,25,,FENWICK DR
MD,107.69641422,,0,ST0194018,100,,2,,MAYFLOWER DR,0,,ON RAMP,Fugro,0,29036151614,721,0,,01/15,1475203240000,,Completed,,144387,138308,0,,0.04895291,107.66900604489034,25,,CANDLERS MOUNTAIN RD
MD,74.13717594,,0,ST0000044,,,2,,MURRAY PL & CANDLERS MOUNTAIN RD,3,,CANDLERS MOUNTAIN RD,,0,28864151760,722,0,MURRAY PL / CANDLERS MOUNTAIN RD,,1475203244000,,Completed,,,138309,0,,0.03369871,74.13557605578555,25,MURRAY PL,INTERSECTION
MD,1312.87666578,3826,0,ST1188002,44,,5,,FORT AVE,0,,LINDSAY ST,Fugro,1100,27909153284,723,1299,,02/15,1475203248000,,Completed,,,154627,0,,0.59676212,1308.6578243841716,25,,TOLEDO AVE
MD,345.62843477,3824,0,ST1188003,17,,5,,WINDSOR AVE,0,,MYRTLE ST,Fugro,1400,27689153549,724,1499,,02/15,1475203252000,,Completed,,,154628,0,,0.15710383,344.43273283596136,25,,TOLEDO AVE
MD,240.46934584,1568,0,ST0415028,22,,2,,MCKINNEY AVE,0,US 460 BUS,TOLEDO AVE,Fugro,4900,28098153207,725,4999,,02/15,1475203256000,,Completed,,140564,154629,0,,0.07807446,240.3256380961112,35,,FORT AVE
MD,376.49724824,3825,0,ST1188004,41,,5,,LINDSAY ST,0,,WINDSOR AVE,Fugro,1300,27719153444,726,1399,,02/15,1475203260000,,Completed,,,154630,0,,0.17113511,375.4451909398822,25,,TOLEDO AVE
MD,58.15345051,1490,0,ST0408007,98,,3,,GRACE ST,0,,VIRGINIA ST,Fugro,901,32129155585,727,913,,01/15,1475203264000,,Completed,,149952,158040,0,,0.02643338,58.13638706302386,25,,FLORIDA AVE
MD,23.30215484,1489,0,ST0408011,61,,3,,POPLAR ST,0,,POPLAR ST,Fugro,798,32144155722,728,799,,01/15,1475203268000,,Completed,,149893,158041,0,,0.01059188,23.300178286565046,25,,FLORIDA AVE
FT,83.85751057,,0,ST0503001,40,,5,,POPLAR ST,0,,TULIP ST,Fugro,1,32477155657,729,99,,01/15,1475203272000,,Completed,,,158048,0,,0.03811705,83.84838852459079,25,,HARVEY ST
MD,203.71185075,680,0,ST0144042,90,,2,,COFFEE RD,0,US 501,CITY LIMITS - BEDFORD,Fugro,6200,21092160941,730,6205,,01/15,1475203276000,,Completed,,547505,153278,0,,0.05144238,203.68471290149287,45,,BOONSBORO RD
FT,328.26795211,2100,0,ST0597001,44,,5,,OAKLEY AVE,0,,HOOD ST,Fugro,100,28469155727,731,132,,02/15,1475203280000,,Completed,,,154985,0,,0.1492127,328.17741991933326,25,,JUBAL ST
MD,78.65864168,3378,0,ST1015001,43,,4,,OAKLEY AVE,0,,ELDON ST,Fugro,3000,28852155508,732,3005,,02/15,1475203284000,,Completed,,151237,155255,0,,0.03575392,78.63720387810956,25,,RICHMOND ST
MD,279.77618628,1558,0,ST0415061,83,,2,,LIGGATES RD,0,US 460 BUS,RHODE ISLAND AVE,Fugro,4100,28659153911,733,4125,,02/15,1475203288000,,Completed,,140574,156341,0,,0.09083642,279.5821029427536,35,,FORT AVE
MD,90.96316008,,0,ST0415062,84,,2,,RHODE ISLAND AVE,0,US 460 BUS,SAINT CLOUD AVE,Fugro,4126,28621153870,734,4199,,02/15,1475203292000,,Completed,,140573,156342,0,,0.02953349,90.95269919859984,35,,FORT AVE
MD,265.26288833,,0,ST0415060,76,,2,,SAINT CLOUD AVE,0,US 460 BUS,BILTMORE AVE,Fugro,4200,28585153829,735,4299,,02/15,1475203296000,,Completed,,140572,156343,0,,0.08612431,265.0902202285652,35,,FORT AVE
MD,128.25012062,1598,0,ST0415059,26,,2,,KENYON ST,0,US 221 / 460 BUS,LANCASTER ST,Fugro,2800,29719155187,736,2899,,02/15,1475203301000,,Completed,,133082,155256,0,,0.04857959,128.13822005597797,30,,FORT AVE
MD,334.72582469,932,0,ST0209002,59,,5,MD,ROCKBRIDGE AVE,0,,OAKLEY AVE,Fugro,2900,28708155689,737,2999,,02/15,1475203305000,,Completed,,,155257,0,,0.1521481,334.02593047797495,25,,CARY ST
MD,277.31448102,1551,0,ST0415058,27,,2,,SAINT AUGUSTINE ST,0,US 221 / 460 BUS,KENYON ST,Fugro,2700,29758155235,738,2799,,02/15,1475203309000,,Completed,,133083,155258,0,,0.10504336,277.2318094510848,30,,FORT AVE
MD,358.52828402,2934,0,ST0866003,48,,3,,CARY ST,0,US 221,BALTIMORE ST,Fugro,200,28726155616,739,299,,02/15,1475203313000,,Completed,,133071,155259,0,,0.13580616,358.38603877429136,30,,OAKLEY AVE
MD,343.29580335,2220,0,ST0636014,75,,2,,ROCKBRIDGE AVE,0,,MONTICELLO AVE & OAKLEY AVE,Fugro,1127,28523155814,740,1199,,02/15,1475203317000,,Completed,,149727,155260,0,,0.11145967,342.8885560250701,35,,LAKESIDE DR
MD,354.92234323,2935,0,ST0866005,48,,3,,BALTIMORE ST,0,US 221,RICHMOND ST,Fugro,300,28816155555,741,399,,02/15,1475203321000,,Completed,,133072,155261,0,,0.13444028,354.8070983716305,30,,OAKLEY AVE
MD,639.82931761,1967,0,ST0550003,92,,5,,LAKESIDE DR,0,,BRISTOL ST,Fugro,600,28296155788,742,699,,02/15,1475203325000,,Completed,,,154986,0,,0.2908315,639.1976787336679,25,,HOOD ST
MD,360.6374237,,0,ST0866004,53,,3,,MACON ST,0,US 221,CARY ST,Fugro,152,28635155678,743,199,,02/15,1475203329000,,Completed,,133070,155262,0,,0.13660508,360.44702047489807,30,,OAKLEY AVE
MD,503.79220246,,0,ST0866006,31,,3,,NORMA ST,0,US 221,MEMORIAL AVE,Fugro,600,29166155257,744,799,,02/15,1475203334000,,Completed,,133074,155263,0,,0.19083037,503.5284737455647,30,,OAKLEY AVE
FT,322.9923133,,0,ST0597003,27,,5,,HOOD ST,0,,BLUE RIDGE ST,Fugro,132,28415155644,745,169,,02/15,1475203338000,,Completed,,,154987,0,,0.14681468,322.7319160057668,25,,JUBAL ST
MD,264.45050943,,0,ST0636019,97,,2,,FOREST BROOK RD,0,US 221,WYNDALE DR,Fugro,2200,25882155359,746,2210,,02/15,1475203342000,,Completed,,133055,154988,0,,0.06678043,264.4184201070534,45,,LAKESIDE DR
MD,334.18983018,510,0,ST0082002,42,,5,,OAKLEY AVE,0,,HOOD ST,Fugro,200,28742155544,747,299,,02/15,1475203346000,,Completed,,,155264,0,,0.15190446,334.11738663606025,25,,BALTIMORE ST
MD,331.45237425,933,0,ST0209003,29,,5,MD,OAKLEY AVE,0,,HOOD ST,Fugro,3000,28653155604,748,3099,,02/15,1475203350000,,Completed,,,155265,0,,0.15066017,331.08673390865874,25,,CARY ST
MD,326.836221,,0,ST0082003,76,,5,,ROCKBRIDGE AVE,0,,OAKLEY AVE,Fugro,100,28800155627,749,199,,02/15,1475203354000,,Completed,,,155266,0,,0.14856191,325.9594483418421,25,,BALTIMORE ST
MD,1605.5928012,1491,0,ST0408003,74,,3,,AUGUSTA ST,0,,JUBILEE DR,Fugro,1371,32052154707,750,1499,,01/15,1475203358000,,Completed,,149966,158049,0,,0.52129636,1600.0132750827113,35,,FLORIDA AVE
MD,500.1925955,1496,0,ST0408004,65,,3,,BRIGHT STAR CT,0,,GILMORE CIR,Fugro,1710,32534154316,751,1809,,01/15,1475203362000,,Completed,,149972,158050,0,,0.16240019,500.03677474469276,35,,FLORIDA AVE
MD,230.03026751,1567,0,ST0415032,48,,2,,TOLLEYS LN,0,US 460 BUS,MCKINNEY AVE,Fugro,4888,28139153266,752,4899,,02/15,1475203367000,,Completed,,140565,154631,0,,0.07468515,229.91953336610837,35,,FORT AVE
MD,342.52710566,3313,0,ST0985001,92,,5,,CLARKE ST,0,,LATHAM ST,Fugro,1400,28521153341,753,1499,,02/15,1475203371000,,Completed,,,156344,0,,0.15569413,342.2756269401965,25,,RADCLIFF AVE
MD,268.88810258,3075,0,ST0903001,95,,5,,HARDING ST,0,,FORT MANOR DR,Fugro,4600,28511153584,754,4613,,02/15,1475203375000,,Completed,,,156345,0,,0.12222186,268.0150543299835,25,,OXFORD ST
MD,341.78955606,1854,0,ST0499002,84,,5,,GRANVILLE ST,0,,RADCLIFF AVE,Fugro,4611,28838153310,755,4631,,02/15,1475203379000,,Completed,,,156346,0,,0.15535888,341.4283687375954,25,,HARTFORD ST
MD,338.63204362,3312,0,ST0985002,91,,5,,OXFORD ST,0,,CLARKE ST,Fugro,1300,28438153403,756,1399,,02/15,1475203383000,,Completed,,,154632,0,,0.15392365,338.47486908886106,25,,RADCLIFF AVE
MD,380.56582824,3311,0,ST0985003,92,,5,,FORT AVE,0,,OXFORD ST,Fugro,1200,28352153470,757,1299,,02/15,1475203387000,,Completed,,,154633,0,,0.17298446,380.5454199786131,25,,RADCLIFF AVE
MD,880.92397266,3314,0,ST0985004,88,,5,,LATHAM ST,0,,HARTFORD ST,Fugro,1500,28695153285,758,1599,,02/15,1475203392000,,Completed,,,156347,0,,0.40041998,880.341938363952,25,,RADCLIFF AVE
MD,335.77928279,,0,ST0673001,89,,5,,SAINT CLOUD AVE,0,,FORT MANOR DR,Fugro,1521,28953153543,759,1599,,02/15,1475203396000,,Completed,,,156348,0,,0.15262694,334.0528394644349,25,,LIGGATES RD
MD,349.38313883,,0,ST0499003,97,,5,,RADCLIFF AVE,0,,KNOTT ST,Fugro,4632,28816153207,760,4699,,02/15,1475203400000,,Completed,,,156349,0,,0.15881051,348.90879027890117,25,,HARTFORD ST
MD,388.44556622,,0,ST0416002,88,,5,,HARTFORD ST,0,,LIGGATES RD,Fugro,1500,28917153469,761,1599,,02/15,1475203404000,,Completed,,,156350,0,,0.17656616,384.8301411668399,25,,FORT MANOR DR
MD,114.60999648,1576,0,ST0415026,88,,2,,HEATH AVE,0,US 460 BUS,QUAKER PKWY,Fugro,5700,27386152535,762,5708,,02/15,1475203408000,,Completed,,140553,154634,0,,0.03721103,114.5747299968844,35,,FORT AVE
MD,411.08031254,430,0,ST0041001,44,,5,,HEATH AVE,0,,MOSELEY DR,Fugro,1,27436152807,763,99,,02/15,1475203412000,,Completed,,,154635,0,,0.18685468,410.02373526412157,25,,ALICE ST
MD,96.99902068,1882,0,ST0513003,55,,5,,ALICE ST,0,,END,Fugro,1200,27378152773,764,1213,,02/15,1475203417000,,Completed,,,154637,0,,0.04409046,96.9353060341679,25,,HEATH AVE
MD,340.07679255,2375,0,ST0679002,91,,5,,FORT AVE,0,,TWIN OAK DR & OXFORD ST,Fugro,1200,27986152955,765,1299,,02/15,1475203421000,,Completed,,,154638,0,,0.15458036,339.2830572741075,25,,LINDSAY ST
MD,767.88800801,2797,0,ST0808002,32,,5,,ALICE ST,0,,FORT AVE,Fugro,1200,27523152715,766,1299,,02/15,1475203425000,,Completed,,,154639,0,,0.34904,766.7209696892976,25,,MOSELEY DR
FT,182.94511534,,0,ST0415024,77,,2,,SELF,0,US 460 BUS W,HIGHLAND DR,Fugro,5309,27826152826,767,5399,,02/15,1475203430000,,Completed,,942285,154640,0,,0.05939776,182.82823628319346,35,,FORT AVE
MD,386.33894325,1882,0,ST0513002,42,,5,,BEGIN,0,,FORT AVE,Fugro,1214,27397152599,768,1299,,02/15,1475203434000,,Completed,,,154641,0,,0.17560861,384.9134198999186,25,,HEATH AVE
MD,391.7699656,1324,0,ST0366003,95,,5,,BELFAST ST,0,,END,Fugro,5618,27600152526,769,5699,,01/15,1475203439000,,Completed,,,154642,0,,0.17807725,391.50053978397216,25,,EDINBORO AVE
MD,431.15288021,,0,ST0433001,69,,5,,DODD ST,0,,END,Fugro,1500,28569152958,770,1599,,02/15,1475203443000,,Completed,,,156351,0,,0.19597858,430.2316083548153,25,,GATES ST
MD,283.3992265,,0,ST0293001,90,,5,,BEGIN,0,,MIDVALE ST,Fugro,4100,27981154433,771,4112,,02/15,1475203447000,,Completed,,,154643,0,,0.12881783,283.2528920310561,25,,CRESCENT RD
MD,264.87953344,,0,ST0837001,92,,5,,THOMAS RD,0,,STAFFORD ST,Fugro,1,28044154818,772,99,,02/15,1475203452000,,Completed,,,154989,0,,0.12039978,264.3117000765896,25,,NEWLAND ST
MD,303.35795268,,0,ST0736002,94,,4,,NEWBERNE ST,0,,STAFFORD ST,Fugro,900,28026154655,773,999,,02/15,1475203456000,,Completed,,,154644,0,,0.13788997,303.3112661532874,25,,MCCAUSLAND ST
MD,577.29068146,,0,ST0118004,48,,5,,BEGIN,0,,WHITE ST,Fugro,300,27660154433,774,399,,02/15,1475203460000,,Completed,,,154645,0,,0.26240485,575.4875970079158,25,,BILTMORE AVE
MD,680.97844352,4161,0,ST1302001,94,,5,,HARPER ST,0,,OAKRIDGE BLVD,Fugro,3400,28914154551,775,3499,,02/15,1475203464000,,Completed,,,156352,0,,0.30953565,679.8748415907395,25,,WILSON AVE
MD,324.24928335,900,0,ST0202001,90,,5,,DANIEL AVE,0,,END,Fugro,300,28774154580,776,399,,02/15,1475203469000,,Completed,,,156353,0,,0.14738603,323.7152546705859,25,,CARRA ST
MD,316.55709238,,0,ST1313001,92,,5,,WESTOVER BLVD,0,,WARREN AVE,Fugro,300,28637154808,777,399,,02/15,1475203473000,,Completed,,,155267,0,,0.14388958,315.43568940445874,25,,WINGFIELD AVE
MD,644.95368714,4034,0,ST1253001,93,,5,,WINGFIELD AVE,0,,PERRY AVE,Fugro,400,28551154741,778,499,,02/15,1475203477000,,Completed,,,155268,0,,0.29316076,644.5160662487107,25,,WARREN AVE
MD,304.57332521,1834,0,ST0496002,79,,5,,WILSON AVE,0,,DANIEL AVE,Fugro,100,28879154659,779,199,,02/15,1475203482000,,Completed,,,156354,0,,0.13844242,303.30408423029434,25,,HARPER ST
MD,638.17574892,3912,0,ST1224002,92,,5,,FORT AVE,0,,SELF,Fugro,100,28863154316,780,109,,02/15,1475203486000,,Completed,,,156355,0,,0.29007988,637.605597559543,25,,VERMONT AVE
