DirTravel,Length_3D,StateID_Local,BikeLane,STSGMT_ID,PCI,PCI_Notes,Class_Thematic,Restriction_Truck,CrossSt_From,Class_Special,Rte_Description,CrossSt_To,PCI_Source,Addr_Min,StateID_Geo,OBJECTID,Addr_Max,Alias,PCI_Date,LucitySyncDate,TrafficCalming,LifeCycle,Creator,StateID_VDOTEdge,StateID_RCL,Private,DateCreated,Travel_Min,Shape.STLength(),SpeedLimit,Alias_911,StreetName
TF,370.2500891,809,0,ST0192055,47,,2,,EDMUNDS ST,0,US 501 BUS N / 460 BUS W,OTEY ST,Fugro,2400,31096154711,28,2498,,01/15,1475201720000,,Completed,,140433,155969,0,,0.14024624,369.78547935269387,30,,CAMPBELL AVE
MD,344.64770041,,0,ST0645004,76,,4,,RICHMOND ST & SUSSEX ST,0,,NEWBERNE ST,Fugro,500,28454155063,29,518,,02/15,1475201721000,,Completed,,148841,154949,0,,0.15665804,344.5401500278184,25,,LANGHORNE LN
MD,388.72847534,3479,0,ST1033001,93,,5,,MONTE CARLO DR,0,,SPRINGVALE DR,Fugro,206,23670151368,30,299,,02/15,1475201721000,,Completed,,,137429,0,,0.17669476,388.54916263721645,25,,ROBIN DR
MD,58.82543043,,0,ST1222002,100,,5,,GRAVES DR,0,,END,Fugro,0,22559152122,31,0,,02/15,1475201722000,,Completed,,,152773,0,,0.02673883,58.77323599137648,25,,VAN OAK DR
MD,342.20623794,3909,0,ST1222003,94,,5,,FOREST DALE DR,0,,SIMSBURY LN,Fugro,100,22622152277,32,199,,02/15,1475201723000,,Completed,,,152774,0,,0.15554828,342.0967373600876,25,,VAN OAK DR
MD,486.99479905,1745,0,ST0464002,76,,5,,VAN OAK DR,0,,END,Fugro,300,22631152102,33,399,,02/15,1475201723000,,Completed,,,152775,0,,0.22136127,486.24002757386677,25,,GRAVES DR
MD,281.61419277,3622,0,ST1106001,98,,5,,VAN OAK DR,0,,END,Fugro,300,22681152311,34,399,,02/15,1475201724000,,Completed,,,152776,0,,0.12800645,281.399138511909,25,,SIMSBURY LN
MD,181.09710212,,0,ST1334015,98,,5,,WYNDPARK CIR,0,,WYNDSONG PL,Fugro,105,22965150049,35,197,,02/15,1475201724000,,Completed,,,137430,0,,0.08231686,181.07954630772718,25,,WYNDHURST DR
MD,355.66975772,1893,0,ST0519002,83,,5,,LAXTON RD,0,,DANBURY DR,Fugro,1700,22309150050,36,1705,,02/15,1475201725000,,Completed,,,137348,0,,0.16166807,354.9808002288941,25,,HERITAGE CIR
MD,1167.04494229,1894,0,ST0519003,95,,5,,DANBURY DR,0,,FIELDVIEW RD,Fugro,1706,22119150165,37,1799,,02/15,1475201726000,,Completed,,,137349,0,,0.53047497,1166.1431589015058,25,,HERITAGE CIR
MD,511.71011191,,0,ST1334011,91,,5,,WYNDSONG PL,0,,WYNDVIEW DR,Fugro,198,23065150028,38,215,,02/15,1475201726000,,Completed,,,137431,0,,0.2325955,511.2379777921931,25,,WYNDHURST DR
MD,1041.56480877,,0,ST1334013,85,,5,,WYNDVIEW DR,0,,WYNDSONG PL,Fugro,216,23181150177,39,399,,02/15,1475201727000,,Completed,,,137432,0,,0.47343854,1040.484859423694,25,,WYNDHURST DR
FT,528.13194829,,0,ST0606004,51,,2,,EXIT 3,0,US 501 BUS S / 460 BUS E,INTERSECTION OF HOLLIDAY ST / KEMPER ST,Fugro,1735,30961155186,40,1799,,01/15,1475201728000,,Completed,,140419,155970,0,,0.20004998,507.24529663230095,35,,KEMPER ST
MD,489.89610145,,0,ST0890001,60,,5,,MAJESTIC RD,0,,MAPLE HILLS DR,Fugro,300,23321153295,41,399,,02/15,1475201728000,,Completed,,,152777,0,,0.22268004,489.7460419180899,25,,OMEGA DR
MD,66.11416547,746,0,ST0173001,46,,5,,MAYFIELD DR,0,,END,Fugro,228,23546153388,42,299,,02/15,1475201729000,,Completed,,,152778,0,,0.03005189,66.04795646283225,25,,BRYANT RD
MD,611.8326847,,0,ST0890002,56,,5,,OMEGA CT,0,,MAJESTIC RD,Fugro,210,23158153270,43,299,,02/15,1475201729000,,Completed,,,152779,0,,0.27810576,610.5138435051114,25,,OMEGA DR
MD,335.05633004,1556,0,ST0415054,96,,2,,RITTENHOUSE ST,0,US 460 BUS,PENNSYLVANIA AVE,Fugro,3900,28834154125,44,3999,,02/15,1475201730000,,Completed,,140577,156283,0,,0.10878452,334.99889181630004,35,,FORT AVE
MD,520.11229511,1583,0,ST0415055,96,,2,,PENNSYLVANIA AVE,0,US 460 BUS,NEW HAMPSHIRE AVE,Fugro,4000,28753154022,45,4073,,02/15,1475201731000,,Completed,,140576,156284,0,,0.16886762,520.0235538291525,35,,FORT AVE
MD,78.1464053,1557,0,ST0415056,92,,2,,NEW HAMPSHIRE AVE,0,US 460 BUS,LIGGATES RD,Fugro,4074,28696153951,46,4099,,02/15,1475201731000,,Completed,,140575,156285,0,,0.0253722,78.11127336070936,35,,FORT AVE
MD,528.80938245,,0,ST0656007,60,,5,,HERITAGE CIR,0,,END,Fugro,1810,22230150643,47,1899,,02/15,1475201732000,,Completed,,,137350,0,,0.2403679,528.1380082316523,25,,LAXTON RD
MD,524.41742487,1561,0,ST0415057,52,,2,,BILTMORE AVE,0,US 460 BUS,HARDING ST,Fugro,4300,28505153739,48,4399,,02/15,1475201732000,,Completed,,140571,156286,0,,0.17026539,523.9796002135691,35,,FORT AVE
MD,364.77300443,,0,ST1334002,98,,5,,NORTHWYND DR & TRADEWYND DR,0,,GOLDENROD PL,Fugro,606,23096150729,49,630,,02/15,1475201733000,,Completed,,,137433,0,,0.16580591,364.3160035537335,25,,WYNDHURST DR
FT,397.98505156,,0,ST0375003,81,,3,,GOLDENROD PL,0,,NORTHWYND CIR & INTERSECTION,Fugro,1601,22942150837,50,1699,,02/15,1475201734000,,Completed,,,137434,0,,0.12921592,397.96241541455527,35,,ENTERPRISE DR
FT,661.00664564,,0,ST0375004,82.3852459,Consolidated from multiple records,3,,NORTHWYND CIR & INTERSECTION,0,,WYNDHURST DR & INTERSECTION,Fugro,1701,22911150995,51,1799,,02/15,1475201734000,,Completed,,,137435,0,,0.21461254,659.8758425136793,35,,ENTERPRISE DR
MD,398.26168493,,0,ST1334003,94,,5,,GOLDENROD PL,0,,NORTHWYND CIR,Fugro,631,23090150845,52,691,,02/15,1475201735000,,Completed,,,137436,0,,0.18102803,397.6667453137387,25,,WYNDHURST DR
FT,2965.74967318,,0,ST0000290,,,1,,RTE 29 BYP,1,US 29 S,RICHMOND HWY,,100,36026154230,53,199,US 29 S TO US 460 W / 29 S,,1475201736000,,Completed,,882790,157931,0,,1.34806803,2944.57763276522,25,460 BYW OFF 29 BYS RP,RAMP
MD,362.85572859,,0,ST1334004,79,Consolidated from multiple records,5,,HEXHAM DR,0,,NORTHWYND DR & TRADEWYND DR,Fugro,510,23103150593,54,605,,02/15,1475201736000,,Completed,,,137437,0,,0.16493442,362.3937275582332,25,,WYNDHURST DR
MD,1003.3807742,2300,0,ST0656008,62,,5,,HERITAGE CIR,0,,FIELDVIEW RD,Fugro,1700,22329150210,55,1799,,02/15,1475201737000,,Completed,,,137351,0,,0.45608217,1002.0273092777032,25,,LAXTON RD
MD,367.83768345,3559,0,ST1075003,97,,4,,PAWNEE DR,0,,PIEDMONT PL,Fugro,800,26909153117,56,809,,02/15,1475201737000,,Completed,,148902,154537,0,,0.13933245,367.8054001186959,30,,SANDUSKY DR
MD,488.8858676,3571,0,ST1077003,43,,5,,MONOCAN LN,0,,SHAWNEE LN,Fugro,900,26616153330,57,918,,02/15,1475201738000,,Completed,,,154538,0,,0.22222084,488.5747382443112,25,,SANHILL DR
MD,240.94363626,3149,0,ST0923002,52,,5,,CHRIS LN,0,,LONG MEADOWS DR,Fugro,6424,26670152631,58,6499,,02/15,1475201739000,,Completed,,148775,154539,0,,0.10951983,240.895472265533,25,,PAWNEE DR
MD,519.17711971,2472,0,ST0702001,90,,5,,SANGLOE PL,0,,IGLOE DR,Fugro,1600,26865152697,59,1699,,02/15,1475201739000,,Completed,,,154540,0,,0.23598959,518.1510766660956,25,,LYNNDALE PL
MD,446.3668243,,0,ST1250017,34,,3,,VISTA LN,0,,WALTON DR,Fugro,1200,27223149750,60,1215,,01/15,1475201740000,,Completed,,150901,138219,0,,0.14492429,446.05907259204724,35,,WARDS FERRY RD
MD,455.57043627,,0,ST1250003,45,,3,,ALTA LN,0,,VISTA LN,Fugro,1100,27238149614,61,1199,,01/15,1475201741000,,Completed,,150902,138220,0,,0.14791247,454.79065330593596,35,,WARDS FERRY RD
MD,263.39977555,1174,0,ST0300002,92,,5,,GROVE RD,0,,VISTA LN,Fugro,105,26979149621,62,108,,01/15,1475201741000,,Completed,,,138221,0,,0.11972717,263.3416802538984,25,,DALE AVE
MD,95.38250778,279,0,ST0017004,61,,5,,FLOYD ST,0,,VALLEY ST,Fugro,1400,30357156857,63,1405,FOURTH ST,02/15,1475201742000,,Completed,,,155634,0,,0.04335568,95.30381166427557,25,,4TH ST
MD,366.1405295,2051,0,ST0582004,49,,5,,4TH ST,0,,5TH ST,Fugro,400,30804157103,64,499,,02/15,1475201742000,,Completed,,,155635,0,,0.16642751,365.932062133644,25,,JACKSON ST
MD,180.560561,,0,ST0000131,,,5,,MAGNOLIA ST,5,,COLUMBIA AVE,,0,29553159420,65,0,,,1475201743000,,Completed,,,153934,0,,0.08207298,180.41880795844236,25,,TURN LANE
MD,775.56323549,,0,ST0249002,67,,5,,ELMWOOD AVE,0,,MAGNOLIA ST,Fugro,200,29323159242,66,299,,02/15,1475201744000,,Completed,,,153935,0,,0.35252874,774.5245460359401,25,,CLEVELAND AVE
MD,383.54052236,,0,ST0062001,92,,5,,RIVERMONT AVE,0,,COLUMBIA AVE,Fugro,200,29737159400,67,299,,02/15,1475201744000,,Completed,,,153936,0,,0.1743366,383.14101308637447,25,,ASH ST
MD,278.99785093,,0,ST0119001,100,,5,,COLUMBIA AVE,0,,EARLY ST,Fugro,400,29639159333,68,415,,02/15,1475201745000,,Completed,,,153937,0,,0.1268172,278.7470584386602,25,,BIRCH ST
MD,492.52294964,,0,ST0710002,85,,5,,BEDFORD AVE,0,,TURN LANE,Fugro,200,29508159339,69,411,,02/15,1475201746000,,Completed,,,153938,0,,0.22387407,491.61417590959843,25,,MAGNOLIA ST
MD,547.72920473,,0,ST0373007,57,,5,,CLEVELAND AVE,0,,BOSTON AVE,Fugro,204,29256159213,70,297,,02/15,1475201746000,,Completed,,,153939,0,,0.24896782,547.0543435170797,25,,ELMWOOD AVE
MD,193.92494324,,0,ST0710003,87,,5,,TURN LANE,0,,COLUMBIA AVE,Fugro,412,29532159441,71,499,,02/15,1475201747000,,Completed,,,153940,0,,0.0881477,193.48433123938491,25,,MAGNOLIA ST
MD,4493.93101166,2588,0,ST0735015,73,,3,,HOUTON ST,0,,AVALON RD,Fugro,2200,31410153084,72,2899,,01/15,1475201747000,,Completed,,611207,148277,0,,1.70224659,4483.881044270168,30,,MAYFLOWER DR
MD,898.26613444,1811,0,ST0482001,87,,5,,CRAIG ST,0,,END,Fugro,2200,31444153688,73,2299,,01/15,1475201748000,,Completed,,,157932,0,,0.40830278,897.127451670474,25,,HADEN ST
MD,896.32710153,,0,ST0874001,0,,5,,BEGIN,0,,MARTIN ST,Fugro,100,32645152858,74,199,,01/15,1475201749000,,Completed,,,157933,0,,0.40742141,895.7509739515799,25,,OLD COURTHOUSE TPKE
MD,327.01908475,1671,0,ST0440001,82,,5,,KNIGHT ST & MONROE ST,0,,MILLER ST,Fugro,1900,31592155723,75,1999,,01/15,1475201749000,,Completed,,,157934,0,,0.14864503,326.2706695358572,25,,GILES ST
MD,93.74825853,1718,0,ST0458008,80,,3,,MILLER ST,0,,LOCUST ST,Fugro,1820,31650155834,76,1899,,01/15,1475201750000,,Completed,,150038,157935,0,,0.04261284,93.69040473471301,25,,GRACE ST
MD,361.11633421,3796,0,ST1182002,46,,5,,13TH ST,0,,14TH ST,Fugro,1300,30268155480,77,1399,,02/15,1475201751000,,Completed,,,155971,0,,0.16414378,360.31961920993643,25,,TILDEN AVE
MD,339.66270041,3876,0,ST1210001,40,,5,,GRACE ST,0,,GILES ST,Fugro,900,32079155566,78,999,,01/15,1475201751000,,Completed,,,157936,0,,0.15439213,338.86073088664347,25,,TYREE ST
MD,1191.41800173,2683,0,ST0769004,63,,5,,MILL WOODS RD,0,,SKYLARK PL,Fugro,104,22550160823,79,133,,01/15,1475201752000,,Completed,,,153230,0,,0.54155363,1190.2907528340427,25,,MILL LANE RD
MD,261.7730869,,0,ST0877032,83,,3,,HILL ST,0,,MOORMANS RD,Fugro,1900,27552156059,80,1905,,02/15,1475201752000,,Completed,,148124,154950,0,,0.08499126,261.73813141639306,35,,OLD FOREST RD
TF,1890.9168141,,0,ST0016023,71.17391304,Consolidated from multiple records,1,,ON RAMP,0,US 460 W / 29 S,OFF RAMP,Fugro,2901,29589151176,81,2999,JERRY FALWELL PARKWAY,01/15,1475201753000,,Completed,,132175,138222,0,,0.33057986,1882.5104755416835,65,460 BYW ,460 BYP
MD,304.65773753,3064,0,ST0897008,41,,5,,CARTER ST,0,,GREENE ST,Fugro,2500,30740154458,82,2599,,01/15,1475201754000,,Completed,,,156287,0,,0.13848078,304.1768876629204,25,,OTEY ST
MD,327.61439827,3062,0,ST0897009,47,,5,,MORSON ST,0,,CARTER ST,Fugro,2400,30829154495,83,2499,,01/15,1475201754000,,Completed,,,156288,0,,0.14891563,327.3225776923844,25,,OTEY ST
MD,311.69059899,,0,ST1266003,96,,5,,AVERILL CT,0,,JUDD CT,Fugro,204,25902154153,84,299,,02/15,1475201755000,,Completed,,,154541,0,,0.14167754,311.4306635434498,25,,WESSEX RD
MD,487.37524309,,0,ST0655001,96,,5,,WESSEX RD,0,,TOWNE CRIER RD,Fugro,100,25736154113,85,110,,02/15,1475201756000,,Completed,,,154542,0,,0.2215342,482.71324122609434,25,,LAWTON LN
MD,384.09677914,1341,0,ST0369001,14,,4,,LANGHORNE LN,0,,YEARDLEY AVE & MEMORIAL AVE,Fugro,705,29088155102,86,799,,02/15,1475201756000,,Completed,,148875,155231,0,,0.17458944,383.84802853621284,25,,ELDON ST
MD,609.77053174,4268,0,ST1341002,80,,5,,ELDON ST & MEMORIAL AVE,0,,WILSON AVE,Fugro,100,29039155042,87,199,,02/15,1475201757000,,Completed,,,155232,0,,0.27716842,609.6138534346566,25,,YEARDLEY AVE
TF,359.43241457,2514,0,ST0712012,74,,2,,11TH ST,0,,12TH ST,Fugro,1100,31824156867,88,1199,,01/15,1475201757000,,Completed,,149548,157937,0,,0.16337837,359.4088730680949,25,,MAIN ST
MD,272.99090993,2410,0,ST0685001,8,,5,,ROSLYN PL,0,,LAUREL ST,Fugro,1600,31683156139,89,1619,,01/15,1475201758000,,Completed,,,157938,0,,0.12408677,272.71789223173613,25,,LOCUST ST
MD,3387.43196983,,0,ST0411003,92,,4,,HOLMES CIR,0,,LAKESIDE DR,Fugro,3236,25702155754,90,3499,,01/15,1475201759000,,Completed,,636490,154955,0,,1.28311817,3381.0097673247747,30,,FOREST BROOK RD
MD,1361.0829992,,0,ST0636025,32,,2,,WEEPING WILLOW DR,0,US 221,FOREST BROOK RD,Fugro,2116,26127155389,91,2199,,02/15,1475201759000,,Completed,,133056,154956,0,,0.34370782,1360.8902469682912,45,,LAKESIDE DR
MD,1199.03341979,,0,ST0661001,45,,5,,LAKESIDE DR,0,,PLEASANT VIEW DR,Fugro,100,26312155626,92,199,,01/15,1475201760000,,Completed,,,154957,0,,0.54501519,1198.3362029691198,25,,LEMON DR
MD,486.8391816,2336,0,ST0661002,54,,5,,PLEASANT VIEW DR,0,,END,Fugro,200,26448155826,93,299,,01/15,1475201761000,,Completed,,,154958,0,,0.22129053,486.573574824618,25,,LEMON DR
MD,2182.98927962,,0,ST0797001,47,,5,,LAKESIDE DR,0,,LAKESIDE DR,Fugro,3800,26710155818,94,3999,,01/15,1475201761000,,Completed,,,154959,0,,0.99226785,2179.018494180854,25,,MOORMAN DR
MD,1171.40706418,,0,ST0397001,63,,5,,WESTCHESTER DR,0,,MEADOW VIEW DR-Paper,Fugro,4600,27223154548,95,4699,,02/15,1475201762000,,Completed,,,154572,0,,0.53245775,1167.4715049806277,25,,FERNCLIFF DR
MD,321.22967961,,0,ST0748002,75,,5,,GOLF PARK DR,0,,OAKDALE DR,Fugro,118,27198154230,96,299,,02/15,1475201762000,,Completed,,,154573,0,,0.14601349,319.7094414628824,25,,MEADOW VIEW DR
MD,540.3940709,,0,ST1103001,85,,5,,BRANDON RD,0,,KENBRIDGE RD,Fugro,1200,27532154874,97,1214,,02/15,1475201763000,,Completed,,,154966,0,,0.24563366,540.1181640133238,25,,SHIRLEY RD
MD,324.94006564,1334,0,ST0368001,84,,5,,KEMPER ST,0,,HOLLIDAY ST,Fugro,1800,31256154897,98,1899,,01/15,1475201764000,,Completed,,,156013,0,,0.14770002,321.96439261365197,25,,EDMUNDS ST
MD,155.97118396,,0,ST1166005,61,,5,,KELLY ST,0,,END,Fugro,0,30950155052,99,0,,01/15,1475201765000,,Completed,,,156014,0,,0.07089599,155.9393838076797,25,,TAZEWELL AVE
FT,764.73801419,2063,0,ST0000174,,,1,,LYNCHBURG EXPY,1,,JAMES ST,,125,30167154532,100,128,US 29 BUS S TO JAMES ST,,1475201765000,,Completed,,148100,156317,0,,0.34760818,763.3270128060144,25,29 EXS TO JAMES ST,EXIT 5
FT,842.98072187,2064,0,ST0000175,,,1,,JAMES ST,1,,LYNCHBURG EXPY,,130,30126154466,101,137,JAMES ST TO US 29 BUS S,,1475201766000,,Completed,,,156318,0,,0.38317305,841.2221450618676,25,JAMES ST TO 29 EXS,ON RAMP
MD,361.81251008,1812,0,ST0484001,89,,5,,DEWITT ST,0,,PRICE ST,Fugro,2200,30801154765,102,2299,,01/15,1475201767000,,Completed,,,156015,0,,0.16446023,361.24756147708007,25,,HALIFAX AVE
MD,142.62448322,1773,0,ST0468001,91,,5,,WILKINS ST,0,,END,Fugro,2600,30746154318,103,2699,,01/15,1475201768000,,Completed,,,156319,0,,0.06482931,142.55143964493212,25,,GREENE ST
MD,174.882364,1044,0,ST0258003,35,,5,,CARTER ST,0,,END,Fugro,2500,30848154297,104,2599,,01/15,1475201769000,,Completed,,,156320,0,,0.07949198,174.50954009411853,25,,COBBS ST
MD,363.17557733,926,0,ST0206007,46,,5,,OTEY ST,0,,WILKINS ST,Fugro,2500,30806154424,105,2565,,01/15,1475201770000,,Completed,,,156321,0,,0.1650798,362.2830674590926,25,,CARTER ST
MD,905.40408973,3961,0,ST1241006,0,,4,,EUCLID AVE,0,,GLENWOOD ST,Fugro,200,29655155680,106,399,,02/15,1475201770000,,Completed,,,155248,0,,0.41154731,904.7428575383299,25,,WADSWORTH ST
MD,455.27198229,2639,0,ST0753010,63,,2,,LAKESIDE DR & PARK AVE,0,,WADSWORTH ST,Fugro,2400,29463155832,107,2420,MARTIN LUTHER KING JR BLVD,02/15,1505920777000,,Completed,,140618,645628,0,,0.17245151,455.1037712782044,30,,MEMORIAL AVE
MD,418.84542125,3704,0,ST1141001,84,,5,,8TH ST,0,,PARK AVE,Fugro,800,29895155999,108,899,,02/15,1475201771000,,Completed,,,155250,0,,0.19038428,418.41720250882224,25,,STUART ST
MD,654.99875606,,0,ST0408006,25,,3,,GILMORE CIR,0,,GILMORE CIR,Fugro,1810,32587154149,109,1908,,01/15,1475201772000,,Completed,,149973,158014,0,,0.21266193,654.7832530139749,35,,FLORIDA AVE
MD,359.94336059,465,0,ST0057002,23,,5,,BEGIN,0,,NEVADA AVE,Fugro,1700,32172153937,110,1720,,01/15,1475201773000,,Completed,,,158015,0,,0.16361061,358.3466933033165,25,,ARKANSAS AVE
MD,367.18436479,1014,0,ST0245011,65,,3,,11TH ST,0,,GRACE ST & 12TH ST,Fugro,1100,31583156696,111,1199,,02/15,1475201774000,,Completed,,149367,158024,0,,0.16690198,366.5447261163932,25,,CLAY ST
FT,355.74817023,994,0,ST0242010,52,,2,,12TH ST,0,,SELF,Fugro,1200,31808156720,112,1299,,02/15,1487181727000,,Completed,,149554,158025,0,,0.16170371,355.4716215810792,25,,CHURCH ST
FT,547.79311258,995,0,ST0242011,82,,2,,SELF,0,,WASHINGTON ST,Fugro,1300,31885156607,113,1399,,02/15,1487181727000,,Completed,,149555,158026,0,,0.24899687,545.2826401567524,25,,CHURCH ST
MD,332.43619273,2516,0,ST0712025,41,,2,,13TH ST,0,,HORSEFORD RD & COMMERCE ST,Fugro,1300,31950156691,114,1325,,01/15,1475201776000,,Completed,,149549,158027,0,,0.15110736,331.93390804976406,25,,MAIN ST
MD,332.44579969,2437,0,ST0693003,91,,4,,HIGH ST,0,,FRONT ST,Fugro,2600,32700155479,115,2699,,01/15,1475201777000,,Completed,,,158028,0,,0.15111172,331.3016058121752,25,,LORAINE ST
MD,139.03429739,3109,0,ST0912019,97,,3,,TURN LANE,0,,FORT AVE & KEMPER ST,Fugro,1785,30398156043,116,1799,,02/15,1475201778000,,Completed,,149386,156021,0,,0.0526645,138.88689522872153,30,,PARK AVE
